Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Assault,Monday,2018,Bayview Hunters Point,-122.3847055,37.74089752,Initial
Robbery,Sunday,2018,Mission,-122.4226197,37.77250282,Initial Supplement
Robbery,Saturday,2018,South of Market,-122.4071595,37.7797389,Initial
Robbery,Friday,2018,Mission,-122.4174866,37.76518313,Initial
Robbery,Saturday,2018,Bayview Hunters Point,-122.4058382,37.74239176,Initial
Fraud,Sunday,2018,South of Market,-122.4090831,37.77173211,Initial Supplement
Assault,Saturday,2018,Nob Hill,-122.4173913,37.79097319,Initial
Robbery,Wednesday,2018,Oceanview/Merced/Ingleside,-122.456053,37.71319356,Initial
Assault,Saturday,2018,Tenderloin,-122.420817,37.78289412,Initial
Robbery,Sunday,2018,Hayes Valley,-122.428614,37.77138333,Initial
Assault,Saturday,2018,Inner Richmond,-122.469361,37.77699033,Initial
Assault,Tuesday,2018,Tenderloin,-122.412872,37.78530845,Initial
Assault,Thursday,2018,Outer Mission,-122.4395004,37.71846723,Initial
Assault,Thursday,2018,Castro/Upper Market,-122.4322795,37.76428896,Initial
Assault,Wednesday,2018,Mission,-122.4231124,37.7648433,Initial
Fraud,Wednesday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.3987896,37.78720346,Initial
Assault,Saturday,2018,North Beach,-122.4046799,37.79811844,Initial Supplement
Assault,Thursday,2018,Chinatown,-122.4064756,37.79514446,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3950078,37.78771761,Initial
Robbery,Friday,2018,Tenderloin,-122.4175015,37.77654089,Initial Supplement
Fraud,Friday,2018,Lone Mountain/USF,-122.4513462,37.7770904,Initial Supplement
Assault,Monday,2018,Bernal Heights,-122.4198858,37.7455951,Initial
Fraud,Tuesday,2018,West of Twin Peaks,-122.4744942,37.74123427,Initial
Fraud,Friday,2018,Western Addition,-122.4234036,37.78733916,Initial Supplement
Robbery,Thursday,2018,Excelsior,-122.4194865,37.72904644,Initial
Assault,Friday,2018,Tenderloin,-122.4176186,37.78377752,Initial
Assault,Thursday,2018,Castro/Upper Market,-122.4289486,37.76750446,Initial Supplement
Robbery,Sunday,2018,South of Market,-122.4096933,37.78175433,Initial
Assault,Wednesday,2018,Sunset/Parkside,-122.5003324,37.74195875,Initial
Assault,Monday,2018,South of Market,-122.3997626,37.77737199,Initial
Assault,Sunday,2018,Pacific Heighs,-122.4299893,37.79489494,Initial
Fraud,Saturday,2018,Pacific Heighs,-122.4228712,37.79305,Initial Supplement
Fraud,Sunday,2018,North Beach,-122.4136227,37.80275506,Coplogic Initial
Fraud,Thursday,2018,West of Twin Peaks,-122.4618033,37.72682002,Initial
Assault,Thursday,2018,Oceanview/Merced/Ingleside,-122.4670943,37.71427319,Initial
Fraud,Monday,2018,Mission,-122.4202144,37.76266631,Initial
Robbery,Wednesday,2018,Mission,-122.4076019,37.75610878,Initial
Fraud,Tuesday,2018,Noe Valley,-122.4272775,37.75009697,Initial
Robbery,Monday,2018,Western Addition,-122.4277789,37.78392473,Initial
Assault,Friday,2018,Outer Mission,-122.4542811,37.70825596,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3992697,37.72678018,Initial
Fraud,Friday,2018,Portola,-122.4091724,37.73196396,Initial
Assault,Saturday,2018,Lone Mountain/USF,-122.4416782,37.77737328,Initial
Assault,Saturday,2018,Tenderloin,-122.4142416,37.78372378,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.407337,37.78456014,Initial
Fraud,Friday,2018,South of Market,-122.4036355,37.77516081,Initial
Robbery,Wednesday,2018,Chinatown,-122.4108336,37.80023916,Initial
Fraud,Wednesday,2018,Financial District/South Beach,-122.3969578,37.79634686,Initial Supplement
Stolen Property,Monday,2018,Financial District/South Beach,-122.406957,37.78943368,Initial
Fraud,Friday,2018,Chinatown,-122.4034967,37.79641749,Initial
Assault,Monday,2018,Outer Richmond,-122.4773743,37.78236057,Initial
Fraud,Saturday,2018,North Beach,-122.4073952,37.79970368,Coplogic Initial
Fraud,Thursday,2018,Tenderloin,-122.4164491,37.78631022,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3949262,37.72397256,Initial Supplement
Assault,Sunday,2018,Marina,-122.4346023,37.80102664,Initial
Fraud,Monday,2018,Tenderloin,-122.4160717,37.78444884,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3805289,37.73207905,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.388482,37.73353396,Initial
Robbery,Sunday,2018,South of Market,-122.4162917,37.77749384,Initial
Fraud,Monday,2018,Western Addition,-122.4272028,37.78111713,Initial
Assault,Friday,2018,West of Twin Peaks,-122.4675102,37.73794766,Initial
Assault,Friday,2018,Portola,-122.4015999,37.72018168,Initial
Assault,Friday,2018,Castro/Upper Market,-122.4339036,37.76095474,Initial
Robbery,Saturday,2018,Nob Hill,-122.4203069,37.78869905,Initial Supplement
Fraud,Wednesday,2018,Japantown,-122.4297826,37.78556385,Initial
Assault,Tuesday,2018,Western Addition,-122.4356163,37.78100934,Initial
Robbery,Saturday,2018,Mission,-122.4190175,37.75220444,Initial
Robbery,Monday,2018,Potrero Hill,-122.3995796,37.75469184,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3828879,37.73034197,Initial
Fraud,Thursday,2018,Portola,-122.405091,37.72857432,Initial Supplement
Robbery,Tuesday,2018,Potrero Hill,-122.3984911,37.75260373,Initial Supplement
Fraud,Monday,2018,Financial District/South Beach,-122.4011299,37.79112799,Initial
Fraud,Tuesday,2018,Marina,-122.4403096,37.80030101,Initial
Robbery,Saturday,2018,Mission,-122.4198252,37.7666736,Initial
Robbery,Thursday,2018,Financial District/South Beach,-122.4052212,37.78869399,Initial Supplement
Assault,Tuesday,2018,Lakeshore,-122.4830228,37.72120584,Initial
Assault,Monday,2018,Inner Richmond,-122.4612075,37.78308744,Initial
Assault,Friday,2018,West of Twin Peaks,-122.4591744,37.74728632,Initial
Assault,Sunday,2018,Bayview Hunters Point,-122.3898645,37.73716953,Initial Supplement
Robbery,Monday,2018,Financial District/South Beach,-122.4053987,37.7896316,Initial
Robbery,Thursday,2018,Nob Hill,-122.4135414,37.7885982,Initial
Fraud,Saturday,2018,Visitacion Valley,-122.4148218,37.71456599,Initial
Robbery,Thursday,2018,Western Addition,-122.4307979,37.78256989,Initial
Assault,Monday,2018,Russian Hill,-122.4220068,37.80549665,Initial
Assault,Friday,2018,Sunset/Parkside,-122.5084324,37.75283023,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.4063989,37.78661535,Initial
Fraud,Tuesday,2018,Inner Richmond,-122.464145,37.77909073,Initial Supplement
Assault,Monday,2018,West of Twin Peaks,-122.4541158,37.72345701,Initial Supplement
Robbery,Friday,2018,Financial District/South Beach,-122.406865,37.78898629,Initial
Assault,Saturday,2018,Outer Mission,-122.4360401,37.72304447,Initial
Fraud,Tuesday,2018,Hayes Valley,-122.4214261,37.77755963,Initial
Fraud,Saturday,2018,Marina,-122.4327605,37.80026011,Initial
Robbery,Saturday,2018,South of Market,-122.405831,37.78574399,Initial Supplement
Fraud,Tuesday,2018,Western Addition,-122.4358137,37.78194032,Initial Supplement
Assault,Thursday,2018,Financial District/South Beach,-122.3931813,37.79323049,Initial
Assault,Saturday,2018,Pacific Heighs,-122.4406765,37.79354378,Initial
Robbery,Friday,2018,Bayview Hunters Point,-122.3926394,37.75254468,Initial
Fraud,Wednesday,2018,Chinatown,-122.4032214,37.79506633,Initial Supplement
Assault,Friday,2018,Chinatown,-122.405143,37.79621095,Initial
Fraud,Friday,2018,Sunset/Parkside,-122.4807586,37.75405147,Initial
Assault,Friday,2018,Financial District/South Beach,-122.3982644,37.79171606,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3929651,37.7379612,Initial
Robbery,Wednesday,2018,Chinatown,-122.406305,37.79426363,Initial
Fraud,Wednesday,2018,Bayview Hunters Point,-122.3877563,37.75283561,Initial
Robbery,Wednesday,2018,Marina,-122.4318278,37.79564412,Initial
Fraud,Friday,2018,Haight Ashbury,-122.4392543,37.77002493,Initial
Fraud,Thursday,2018,Mission,-122.4191706,37.74817939,Initial
Assault,Monday,2018,Financial District/South Beach,-122.4003439,37.78844216,Initial
Assault,Wednesday,2018,South of Market,-122.4046055,37.77769966,Initial
Assault,Tuesday,2018,Bernal Heights,-122.4171388,37.73912144,Initial
Robbery,Friday,2018,Lone Mountain/USF,-122.4417388,37.78012961,Initial Supplement
Fraud,Friday,2018,West of Twin Peaks,-122.4634744,37.73259478,Initial
Assault,Sunday,2018,Visitacion Valley,-122.4120202,37.71380932,Initial
Robbery,Friday,2018,Tenderloin,-122.4128812,37.78535382,Initial
Robbery,Sunday,2018,North Beach,-122.4136042,37.80561848,Initial
Robbery,Sunday,2018,Mission,-122.419206,37.76023535,Initial Supplement
Robbery,Sunday,2018,Tenderloin,-122.4158825,37.78351564,Initial
Stolen Property,Thursday,2018,Western Addition,-122.4210084,37.78382412,Initial
Assault,Tuesday,2018,Mission,-122.4161076,37.75077109,Initial
Fraud,Friday,2018,Western Addition,-122.4306092,37.78164558,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.4044184,37.79263866,Initial
Assault,Friday,2018,Marina,-122.4401949,37.8039628,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.4043329,37.79072193,Initial
Assault,Friday,2018,North Beach,-122.4091898,37.80044506,Initial
Assault,Wednesday,2018,Tenderloin,-122.4194545,37.78450084,Initial
Assault,Tuesday,2018,Mission Bay,-122.3994331,37.77357345,Initial Supplement
Assault,Saturday,2018,South of Market,-122.4049333,37.78149951,Initial
Fraud,Friday,2018,Western Addition,-122.4321404,37.78049626,Initial Supplement
Robbery,Thursday,2018,Financial District/South Beach,-122.3986957,37.79888097,Initial
Fraud,Sunday,2018,Lakeshore,-122.481424,37.71905644,Initial
Stolen Property,Tuesday,2018,Bayview Hunters Point,-122.3799344,37.7312829,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3884759,37.74110763,Initial
Assault,Sunday,2018,Inner Sunset,-122.463102,37.76417783,Initial
Robbery,Sunday,2018,North Beach,-122.4099362,37.80416759,Initial
Fraud,Thursday,2018,Nob Hill,-122.4226942,37.79217464,Initial
Assault,Friday,2018,Nob Hill,-122.4201161,37.78775665,Initial
Assault,Tuesday,2018,Chinatown,-122.4080791,37.79494069,Initial
Robbery,Monday,2018,Sunset/Parkside,-122.5059281,37.76042443,Initial
Assault,Friday,2018,Noe Valley,-122.4333946,37.74411574,Initial
Assault,Sunday,2018,Outer Richmond,-122.491167,37.77979538,Initial
Robbery,Saturday,2018,South of Market,-122.410292,37.78223057,Initial
Assault,Friday,2018,Noe Valley,-122.4403449,37.75522793,Initial
Assault,Tuesday,2018,Outer Mission,-122.4462144,37.7126164,Initial
Stolen Property,Saturday,2018,Bernal Heights,-122.4150739,37.74158027,Initial
Stolen Property,Tuesday,2018,Financial District/South Beach,-122.4011263,37.7930603,Initial
Fraud,Wednesday,2018,Mission Bay,-122.3914343,37.77346692,Initial Supplement
Assault,Thursday,2018,South of Market,-122.409387,37.77797709,Initial
Assault,Thursday,2018,Mission,-122.4190526,37.75863257,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.4039344,37.79028603,Initial
Assault,Sunday,2018,Mission Bay,-122.3918405,37.7781257,Initial
Robbery,Tuesday,2018,Japantown,-122.4330834,37.78515094,Initial Supplement
Assault,Tuesday,2018,Tenderloin,-122.4124117,37.78300408,Initial
Fraud,Tuesday,2018,Western Addition,-122.4329142,37.78435506,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.390971,37.7900698,Initial
Robbery,Friday,2018,Bayview Hunters Point,-122.3954052,37.72275218,Initial
Assault,Tuesday,2018,Presidio Heights,-122.4491896,37.79060811,Initial
Robbery,Saturday,2018,Nob Hill,-122.4217581,37.78754814,Initial Supplement
Assault,Monday,2018,Mission,-122.4185559,37.76835975,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4005031,37.7874505,Initial
Robbery,Thursday,2018,Bayview Hunters Point,-122.3910568,37.74636178,Initial
Fraud,Friday,2018,Bernal Heights,-122.4216804,37.74282117,Initial
Assault,Monday,2018,Mission,-122.415577,37.76959116,Initial
Robbery,Thursday,2018,Portola,-122.4045938,37.7273743,Initial
Fraud,Wednesday,2018,Mission,-122.4242581,37.76640577,Initial
Fraud,Monday,2018,Inner Sunset,-122.4749852,37.76365579,Initial
Fraud,Thursday,2018,Bayview Hunters Point,-122.3971769,37.72990988,Initial
Robbery,Sunday,2018,South of Market,-122.405831,37.78574399,Initial
Assault,Thursday,2018,Western Addition,-122.4221454,37.78894262,Initial Supplement
Assault,Monday,2018,Nob Hill,-122.4202104,37.7882227,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3871665,37.73185747,Initial
Assault,Thursday,2018,Lone Mountain/USF,-122.447518,37.78106951,Initial
Assault,Saturday,2018,Mission,-122.4148419,37.76049887,Initial
Assault,Wednesday,2018,South of Market,-122.4124133,37.77804533,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4175288,37.78331089,Initial
Assault,Monday,2018,Chinatown,-122.4098788,37.79844229,Initial
Robbery,Sunday,2018,Excelsior,-122.4359769,37.72312996,Initial
Assault,Friday,2018,Bernal Heights,-122.4109981,37.73692904,Initial Supplement
Assault,Sunday,2018,Excelsior,-122.4312938,37.72872955,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3898645,37.73716953,Initial
Fraud,Friday,2018,Western Addition,-122.4268286,37.77925797,Initial
Assault,Saturday,2018,Castro/Upper Market,-122.4317003,37.76432401,Initial
Fraud,Tuesday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Fraud,Sunday,2018,Visitacion Valley,-122.4182834,37.71234915,Initial
Fraud,Tuesday,2018,Outer Richmond,-122.5112949,37.77507596,Initial
Assault,Thursday,2018,Tenderloin,-122.4191817,37.7831014,Initial
Assault,Tuesday,2018,Sunset/Parkside,-122.5008575,37.74942491,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.3971769,37.72990988,Initial Supplement
Robbery,Saturday,2018,Mission,-122.4217315,37.76329977,Initial
Fraud,Thursday,2018,Oceanview/Merced/Ingleside,-122.4560942,37.71747731,Initial
Assault,Saturday,2018,Tenderloin,-122.4199279,37.78682753,Initial
Assault,Friday,2018,Sunset/Parkside,-122.4777033,37.74109056,Initial
Assault,Friday,2018,Castro/Upper Market,-122.4340624,37.76255082,Initial
Assault,Monday,2018,Financial District/South Beach,-122.3940928,37.78169131,Initial Supplement
Robbery,Sunday,2018,Bayview Hunters Point,-122.4002737,37.72983815,Initial
Assault,Tuesday,2018,Twin Peaks,-122.4449476,37.74965824,Initial
Robbery,Sunday,2018,Nob Hill,-122.4203069,37.78869905,Initial
Fraud,Thursday,2018,Nob Hill,-122.4153719,37.78931985,Initial
Assault,Friday,2018,Financial District/South Beach,-122.4037118,37.78404444,Initial
Fraud,Wednesday,2018,Tenderloin,-122.4097751,37.78665887,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.4007892,37.71201631,Initial
Assault,Monday,2018,South of Market,-122.4105058,37.77709218,Initial
Robbery,Saturday,2018,Mission,-122.4236772,37.74871093,Initial
Assault,Monday,2018,Financial District/South Beach,-122.3911797,37.78745519,Initial
Robbery,Sunday,2018,Nob Hill,-122.4217581,37.78754814,Initial
Stolen Property,Tuesday,2018,Bayview Hunters Point,-122.3817949,37.73776971,Initial Supplement
Assault,Saturday,2018,Chinatown,-122.4058457,37.79522323,Initial
Robbery,Friday,2018,Mission,-122.4137496,37.77034734,Initial
Assault,Thursday,2018,South of Market,-122.3998022,37.781498,Initial Supplement
Assault,Monday,2018,Mission,-122.4193593,37.76183585,Initial
Fraud,Sunday,2018,Bayview Hunters Point,-122.4020267,37.74595386,Initial
Assault,Saturday,2018,South of Market,-122.3965306,37.77832683,Initial
Robbery,Wednesday,2018,Financial District/South Beach,-122.4034918,37.78796309,Initial
Suspicious,Sunday,2018,Mission Bay,-122.3913735,37.77283099,Initial
Assault,Thursday,2018,Pacific Heighs,-122.4307368,37.79025206,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.3911656,37.78477478,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.4082267,37.78735926,Initial Supplement
Fraud,Sunday,2018,North Beach,-122.4156164,37.80727587,Initial
Robbery,Saturday,2018,Hayes Valley,-122.4231656,37.77781525,Initial
Fraud,Sunday,2018,Tenderloin,-122.4179014,37.78516721,Initial
Fraud,Saturday,2018,Hayes Valley,-122.4304339,37.77210826,Initial
Assault,Friday,2018,Mission,-122.4175423,37.76575213,Initial
Assault,Sunday,2018,South of Market,-122.4049333,37.78149951,Initial Supplement
Assault,Wednesday,2018,Financial District/South Beach,-122.407337,37.78456014,Initial
Fraud,Monday,2018,Mission,-122.4263094,37.7696026,Initial
Assault,Tuesday,2018,Outer Mission,-122.4368055,37.72716839,Initial
Assault,Friday,2018,Potrero Hill,-122.3955613,37.76263793,Initial Supplement
Fraud,Monday,2018,Sunset/Parkside,-122.4951092,37.74406827,Initial
Fraud,Tuesday,2018,Outer Richmond,-122.4816599,37.78216042,Initial
Assault,Friday,2018,Marina,-122.4359608,37.79941924,Initial Supplement
Assault,Friday,2018,Mission,-122.4173578,37.75230598,Initial
Robbery,Saturday,2018,Mission,-122.419206,37.76023535,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.393172,37.72203472,Initial
Fraud,Friday,2018,Tenderloin,-122.4180881,37.78610104,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3969544,37.71947658,Initial
Fraud,Tuesday,2018,Western Addition,-122.4354245,37.78007764,Initial
Assault,Saturday,2018,Mission,-122.4257668,37.75822683,Initial
Assault,Sunday,2018,Inner Sunset,-122.4549461,37.7631787,Initial
Stolen Property,Monday,2018,Mission,-122.4194437,37.76271287,Initial
Fraud,Friday,2018,Marina,-122.4426479,37.79900005,Initial
Fraud,Tuesday,2018,Outer Richmond,-122.5049524,37.77723857,Initial
Assault,Sunday,2018,North Beach,-122.4046799,37.79811844,Initial
Robbery,Friday,2018,Portola,-122.4065748,37.73214082,Initial
Assault,Saturday,2018,Mission,-122.4091299,37.75279558,Initial
Stolen Property,Sunday,2018,Tenderloin,-122.4171456,37.78144749,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.4027668,37.79285122,Coplogic Initial
Fraud,Monday,2018,Chinatown,-122.4084309,37.7967039,Initial
Assault,Saturday,2018,Tenderloin,-122.4171456,37.78144749,Initial
Fraud,Wednesday,2018,Marina,-122.4403096,37.80030101,Initial
Assault,Sunday,2018,Nob Hill,-122.4173913,37.79097319,Initial Supplement
Assault,Wednesday,2018,Western Addition,-122.4356163,37.78100934,Initial
Fraud,Friday,2018,Sunset/Parkside,-122.505691,37.7417162,Initial
Robbery,Thursday,2018,Hayes Valley,-122.4211484,37.77615876,Vehicle Supplement
Robbery,Saturday,2018,Mission,-122.4226197,37.77250282,Initial
Fraud,Tuesday,2018,Japantown,-122.4297826,37.78556385,Initial
Assault,Friday,2018,South of Market,-122.4131611,37.77499175,Initial
Assault,Friday,2018,Tenderloin,-122.4160095,37.77777307,Initial
